"outcome_concept_id","pt"
35205240,"Cardiac failure"
35708593,"Oral candidiasis"
37320326,"Skin haemorrhage"
35204954,"Atrial flutter"
36110918,"Herpes zoster"
36009880,"Immune system disorder"
35708615,"Hypoaesthesia oral"
36516886,"Myopathy"
36718370,"Tic"
36718359,"Head discomfort"
36211111,"Facial bones fracture"
36919109,"Throat tightness"
36314156,"Blood glucose abnormal"
36919068,"Homicidal ideation"
36919027,"Pathological gambling"
36313246,"Haemoglobin increased"
35707709,"Oedematous pancreatitis"
37320237,"Pigmentation disorder"
36918909,"Acute stress disorder"
36516841,"Muscle contractions involuntary"
36312224,"Norepinephrine increased"
37522279,"Therapy cessation"
36110954,"Skin papilloma"
36416563,"Hypocalcaemia"
36110664,"Furuncle"
35708187,"Pelvic pain"
35707700,"Diverticulitis"
35708360,"Haemorrhoids"
36311887,"Catheterisation cardiac"
37622481,"Angiopathy"
36315262,"Body height decreased"
35606954,"Sjogren's syndrome"
35506448,"Cushingoid"
36009708,"Erythema nodosum"
36919052,"Mood swings"
35809156,"Performance status decreased"
35205272,"Cardiomyopathy"
36416550,"Osteopenia"
36919165,"Anorgasmia"
35406421,"Middle ear effusion"
36717974,"Basal ganglia haemorrhage"
36718606,"Brain injury"
36718013,"Intraventricular haemorrhage"
36718228,"Diplegia"
36315364,"Respiratory rate increased"
35707763,"Gastrointestinal disorder"
36718414,"Aphonia"
45885696,"Intentional product misuse"
36211094,"Rotator cuff syndrome"
36717985,"Carotid artery occlusion"
35708003,"Enterocolitis bacterial"
35708344,"Intestinal ischaemia"
36315540,"Protein total increased"
36718599,"Spinal cord disorder"
36718468,"Carpal tunnel syndrome"
42889567,"Drug administered to patient of inappropriate age"
36110151,"Pneumonia klebsiella"
42890076,"Pseudomonas test positive"
42890086,"Staphylococcus test positive"
35809155,"Pallor"
36311912,"Electrocardiogram Q wave abnormal"
36311940,"Electrocardiogram T wave inversion"
35708207,"Retching"
42889194,"Macular fibrosis"
35204929,"Bradycardia foetal"
36617166,"Breast cancer metastatic"
35708640,"Mouth ulceration"
37320295,"Nail disorder"
37320114,"Pain of skin"
36110649,"Septic shock"
36110719,"Kidney infection"
42889647,"Toxicity to various agents"
43053854,"Drug reaction with eosinophilia and systemic symptoms"
36211296,"Excoriation"
35104762,"Lymphocele"
36313129,"Blast cell count decreased"
35506590,"Ovarian failure"
37521808,"Thoracic cavity drainage"
36313981,"Transplant evaluation"
35607470,"Diplopia"
35707907,"Gastroenteritis"
36211466,"Incorrect drug administration duration"
35809292,"Product solubility abnormal"
35506624,"Glucose tolerance impaired"
35909418,"Cholangitis"
36314269,"Endothelin abnormal"
35909452,"Gallbladder disorder"
35909580,"Hepatitis E"
35809392,"Necrosis"
36009901,"Transplant rejection"
37521556,"Cervix operation"
35809283,"Product colour issue"
35809242,"Non-cardiac chest pain"
37622384,"Aortic aneurysm"
35205164,"Coronary artery disease"
35205168,"Coronary artery occlusion"
35204905,"Atrioventricular block second degree"
35104302,"Haemolysis"
35607306,"Mydriasis"
36718371,"Unresponsive to stimuli"
35104643,"Non-Hodgkin's lymphoma"
36314112,"Oxygen consumption"
36110253,"Pharyngitis streptococcal"
35205282,"Ischaemic cardiomyopathy"
37622537,"Arteritis"
35205182,"Angina unstable"
35708248,"Subileus"
36516894,"Finger deformity"
35809125,"Energy increased"
36919196,"Libido increased"
36918862,"Tension"
35607340,"Optic atrophy"
37522248,"Rehabilitation therapy"
35204902,"Atrioventricular block"
37522317,"Coronary arterial stent insertion"
37219801,"Bronchitis chronic"
36211136,"Upper limb fracture"
36009700,"Asthma"
37119492,"Breast pain"
37019393,"Bladder pain"
37522129,"Catheter placement"
37119639,"Genital pain"
37019449,"Nocturia"
36416487,"Metabolic acidosis"
43053920,"Accidental exposure to product"
35809113,"Concomitant disease aggravated"
35708186,"Pelvic discomfort"
35607345,"Papilloedema"
36111036,"Pneumonia viral"
35607320,"Photophobia"
35708723,"Ageusia"
36718090,"Anosmia"
37420513,"Cardiac assistance device user"
37522313,"Carotid artery stent insertion"
37420519,"Disability"
37520723,"Implantable defibrillator insertion"
37521841,"Oxygen supplementation"
37219874,"Pulmonary thrombosis"
35708079,"Pouchitis"
36617411,"Brain neoplasm"
35809136,"Ill-defined disorder"
36009819,"Lupus-like syndrome"
37622379,"Aneurysm"
37622403,"Arteriosclerosis"
37521313,"Sinus operation"
36314347,"Vitamin B12 decreased"
36211145,"Pneumonitis chemical"
35809080,"Sluggishness"
36416523,"Abnormal loss of weight"
37521235,"Oral surgery"
37119612,"Prostatic disorder"
35708038,"Colitis"
35708227,"Small intestinal stenosis"
35708746,"Glossodynia"
37320303,"Onychoclasis"
35708608,"Paraesthesia oral"
35809406,"Ulcer"
37522286,"Tumour excision"
35809237,"Flank pain"
35104092,"Normochromic normocytic anaemia"
36919231,"Intentional self-injury"
35707778,"Intra-abdominal haematoma"
36919069,"Hostility"
36718554,"Initial insomnia"
37320214,"Rash macular"
36009755,"Toxic skin eruption"
36718282,"Cerebellar syndrome"
36918968,"Delusion"
36918981,"Delusional perception"
35809305,"Product substitution issue"
36718571,"Sudden onset of sleep"
36918937,"Delirium"
36416525,"Cachexia"
35707867,"Intra-abdominal haemorrhage"
36718230,"Hemiplegia"
36718123,"Leukoencephalopathy"
43562844,"Autoimmune haemolytic anaemia"
35607096,"Eyelid oedema"
36110917,"Herpes virus infection"
35708563,"Lip oedema"
35205230,"Ascites"
35707521,"Abdominal wall haematoma"
36416609,"Shock haemorrhagic"
36718119,"Encephalopathy"
37521016,"Intestinal operation"
35909593,"Hepatic pain"
37019322,"Azotaemia"
36516816,"Joint range of motion decreased"
36516808,"Periarthritis"
36517125,"Synovitis"
36313762,"Complement factor C4 decreased"
35606995,"Conjunctival haemorrhage"
35708140,"Epigastric discomfort"
42890388,"Papule"
36718463,"Polyneuropathy"
37320215,"Rash maculo-papular"
36313153,"Red blood cell sedimentation rate increased"
35809165,"Serum sickness-like reaction"
37219859,"Pleurisy"
35708221,"Ileal stenosis"
35708067,"Enterocolitis"
36110726,"Renal abscess"
35205276,"Congestive cardiomyopathy"
35607123,"Eye pruritus"
36315272,"Body temperature increased"
37219865,"Pneumothorax"
37219949,"Respiratory tract irritation"
35809288,"Product odour abnormal"
35809293,"Product taste abnormal"
45885708,"Therapeutic response changed"
37219886,"Bradypnoea"
37219890,"Hypoventilation"
37219834,"Lung infiltration"
35607305,"Miosis"
37219922,"Rales"
36416500,"Respiratory acidosis"
35506502,"Diabetic dermopathy"
35205044,"Orthopnoea"
36617356,"Brain neoplasm benign"
37320217,"Rash morbilliform"
36718293,"Agraphia"
36718004,"Cerebral thrombosis"
37420529,"Impaired driving ability"
36718061,"Intracranial venous sinus thrombosis"
36718335,"Motor dysfunction"
37522160,"Emergency care"
35707593,"Colon adenoma"
36617167,"Breast cancer recurrent"
36211076,"Pathological fracture"
37119716,"Uterine disorder"
36718193,"Akathisia"
36718062,"Superior sagittal sinus thrombosis"
35306275,"Dermoid cyst"
42890381,"Motor developmental delay"
36316366,"Blood iron decreased"
36009839,"Scleroderma"
36416541,"Weight gain poor"
35104380,"Chronic myeloid leukaemia transformation"
35607378,"Retinal tear"
36718299,"Apraxia"
36211362,"Uterine injury"
42889461,"Product packaging issue"
35707569,"Rectal prolapse"
35708147,"Faeces discoloured"
36313522,"Alanine aminotransferase abnormal"
35104101,"Aplastic anaemia"
36316380,"Blood potassium abnormal"
36316194,"Immunosuppressant drug level decreased"
36312902,"Megakaryocytes decreased"
35909503,"Liver injury"
36313239,"Haemoglobin abnormal"
35708620,"Oral discomfort"
36718180,"Disturbance in attention"
35809174,"Hernia"
36315580,"Blood urea increased"
37019390,"Bladder discomfort"
36110715,"Upper respiratory tract infection"
35708160,"Gastrointestinal pain"
42889182,"Gastrointestinal tract irritation"
35809248,"Procedural pain"
35808884,"Implant site haematoma"
35808905,"Implant site reaction"
35808907,"Implant site swelling"
35306200,"Cryptorchism"
35306203,"Hypospadias"
42889091,"Micropenis"
36818730,"Small for dates baby"
36818624,"Abortion"
35506504,"Diabetic foot infection"
36818713,"Ectopic pregnancy"
36314157,"Blood glucose decreased"
36110122,"Escherichia bacteraemia"
36110413,"Histoplasmosis"
36416595,"Hypokalaemia"
35708318,"Oesophageal ulcer"
35707975,"Strongyloidiasis"
35708744,"Tongue ulceration"
42889638,"Maternal exposure before pregnancy"
36818837,"Pregnancy after post coital contraception"
36009704,"Dermatitis allergic"
42888986,"Pulseless electrical activity"
42889092,"Penile torsion"
35808828,"Application site swelling"
37119623,"Genital haemorrhage"
36416529,"Feeding disorder neonatal"
37019308,"Renal disorder"
35204976,"Sudden death"
35809324,"Drug effect delayed"
37019410,"Urinary retention"
36416515,"Diet refusal"
37520728,"Cardiac ablation"
37520737,"Cardioversion"
36110084,"Pertussis"
36416568,"Hypomagnesaemia"
35104618,"Mycosis fungoides"
36211285,"Arthropod bite"
35104461,"Lymphoma"
36919154,"Schizoaffective disorder"
43053819,"Adenocarcinoma of colon"
35708070,"Gastrointestinal inflammation"
35707775,"Intestinal mucosal hypertrophy"
36718421,"Dysphemia"
37119532,"Epididymitis"
36110174,"Gonorrhoea"
35909613,"Hepatitis"
36211467,"Incorrect drug administration rate"
36211273,"Nerve injury"
36718338,"Nervous system disorder"
36110608,"Orchitis"
36516828,"Psoriatic arthropathy"
37119688,"Testicular pain"
36110782,"Tuberculosis"
42889973,"Simplex virus test positive"
35506761,"Parathyroid tumour"
36919123,"Alcohol abuse"
35506610,"Diabetes mellitus inadequate control"
35909508,"Hepatic function abnormal"
36110915,"Herpes simplex"
36919197,"Loss of libido"
36918908,"Panic reaction"
36918911,"Post-traumatic stress disorder"
43054146,"Romberg test positive"
36718408,"Sensory loss"
36919132,"Substance abuse"
35506521,"Diabetic neuropathy"
35104688,"Heparin-induced thrombocytopenia"
35104174,"Hypercoagulation"
37219894,"Respiratory depression"
37320088,"Keloid scar"
788428,"Product availability issue"
35909594,"Hepatomegaly"
35707937,"Abdominal infection"
36919020,"Impulse-control disorder"
35708243,"Intestinal stenosis"
36516858,"Restless legs syndrome"
36211122,"Spinal compression fracture"
36211123,"Spinal fracture"
35204980,"Ventricular extrasystoles"
36110716,"Cystitis"
37019397,"Micturition disorder"
37420510,"Bedridden"
36617419,"Meningioma"
36718151,"Brain oedema"
36110520,"Pelvic inflammatory disease"
37119769,"Vaginal discharge"
37220003,"Epiglottic oedema"
35708757,"Tongue oedema"
35708167,"Aphagia"
36516830,"Spondylitis"
36919164,"Schizophrenia, undifferentiated type"
36919081,"Suspiciousness"
35707667,"Tooth discolouration"
35708108,"Impaired gastric emptying"
37320143,"Eczema"
42890203,"Neck surgery"
37219964,"Upper respiratory tract congestion"
35809114,"Concomitant disease progression"
36718604,"Syringomyelia"
35809101,"Ataxia"
35607277,"IIIrd nerve disorder"
35607284,"Nystagmus"
36718239,"Paresis"
36110123,"Escherichia infection"
35708538,"Pancreatic carcinoma"
35104787,"Spleen disorder"
36919194,"Libido decreased"
36617546,"Fallopian tube cyst"
36617552,"Uterine cyst"
35809177,"Acute phase reaction"
36516972,"Musculoskeletal disorder"
36211150,"Acute generalised exanthematous pustulosis"
35808976,"Injection site erythema"
35809019,"Injection site swelling"
35809025,"Injection site warmth"
42889536,"Infective pulmonary exacerbation of cystic fibrosis"
36617894,"Lung neoplasm malignant"
35104795,"Splenic haemorrhage"
35104806,"Splenic rupture"
37320278,"Bromhidrosis"
35204970,"Cardio-respiratory arrest"
36211288,"Asphyxia"
37219937,"Aspiration"
37219952,"Choking"
36313357,"Eosinophil percentage decreased"
36313379,"Lymphocyte percentage decreased"
36313449,"Neutrophil percentage increased"
36919108,"Psychiatric symptom"
35204963,"Supraventricular tachycardia"
35104085,"Haemorrhagic anaemia"
35707871,"Upper gastrointestinal haemorrhage"
42889400,"Device colour issue"
36211097,"Ankle fracture"
35809370,"Drug withdrawal syndrome neonatal"
35909441,"Cholecystitis"
35606847,"Pterygium"
35708751,"Tongue blistering"
35104465,"B-cell lymphoma"
35506636,"Hypoglycaemia"
36918867,"Claustrophobia"
37320293,"Nail discolouration"
36776531,"Generalised tonic-clonic seizure"
35707525,"Abdominal wound dehiscence"
35708293,"Gastrointestinal perforation"
42889495,"Drug-induced liver injury"
36211476,"Circumstance or information capable of leading to medication error"
37622545,"Varicose vein"
35708417,"Colon cancer"
36718478,"Peroneal nerve palsy"
37019440,"Proteinuria"
36110583,"Bronchiectasis"
35205094,"Mitral valve incompetence"
36009834,"Rheumatoid lung"
42890549,"Foetal growth restriction"
43562865,"Intentional underdose"
42890550,"Premature delivery"
36918856,"Neurosis"
36211309,"Post concussion syndrome"
35809168,"Terminal state"
36211460,"Drug administered at inappropriate site"
43562826,"Fear of injection"
35809132,"General symptom"
36718400,"Morton's neuralgia"
36009823,"Systemic lupus erythematosus"
36516865,"Hypotonia"
36918936,"Screaming"
36009713,"Multiple allergies"
36110589,"Lower respiratory tract infection"
35205246,"Cardiogenic shock"
35204959,"Sinus bradycardia"
35205179,"Acute coronary syndrome"
37080784,"Acute kidney injury"
35205383,"Cardiac tamponade"
36211131,"Hand fracture"
35708559,"Leukoplakia oral"
43053924,"Prescribed overdose"
36110687,"Acute sinusitis"
36416634,"Hypercholesterolaemia"
35506798,"Myxoedema"
36110059,"Pneumonia bacterial"
36009773,"Rhinitis allergic"
42890333,"Upper-airway cough syndrome"
37119494,"Breast tenderness"
36516851,"Muscle twitching"
35708206,"Regurgitation"
36110596,"Pleural infection bacterial"
37219944,"Pulmonary mass"
35204981,"Ventricular fibrillation"
35809382,"Cyst"
37019377,"Urethral obstruction"
35104323,"Leukaemia"
42889605,"H1N1 influenza"
37520652,"Knee arthroplasty"
36718016,"Ischaemic stroke"
36110581,"Wound infection"
36009915,"Temporal arteritis"
36818672,"Arrested labour"
37520756,"Heart valve operation"
35104351,"Acute myeloid leukaemia"
36516904,"Intervertebral disc degeneration"
37219996,"Larynx irritation"
35909473,"Jaundice cholestatic"
36314182,"Glycosylated haemoglobin decreased"
36313799,"Blood immunoglobulin E increased"
46276846,"Increased viscosity of upper respiratory secretion"
35708729,"Atrophic glossitis"
36316074,"Sputum abnormal"
37520641,"Hip arthroplasty"
36110682,"Skin infection"
35607122,"Eye irritation"
36617423,"Oligodendroglioma"
36009804,"Guillain-Barre syndrome"
36717969,"Myelitis transverse"
36718243,"Quadriparesis"
37522149,"Drug delivery device implantation"
36516868,"Muscle spasticity"
36919075,"Paranoia"
36110891,"Dengue fever"
36009902,"Anti-neutrophil cytoplasmic antibody positive vasculitis"
37019295,"Tubulointerstitial nephritis"
35305715,"Ankyloglossia congenital"
35707865,"Haematemesis"
35708317,"Oesophageal rupture"
35607031,"Conjunctivitis"
36718598,"Spinal cord compression"
42889277,"Lip infection"
36516742,"Jaw disorder"
36110684,"Subcutaneous abscess"
35708558,"Enlarged uvula"
37320198,"Pruritus generalised"
35707862,"Small intestinal haemorrhage"
36211118,"Fractured coccyx"
35204939,"Nodal arrhythmia"
37622446,"Shock"
42889552,"Paraspinal abscess"
36110585,"Bronchopneumonia"
36718372,"Burning sensation"
37320134,"Skin warm"
35707535,"Hiatus hernia"
35809022,"Injection site urticaria"
35708322,"Peptic ulcer"
43053923,"Prescribed underdose"
