indication,indication_concept_id
GASTROINTESTINAL HAEMORRHAGE,35707864
ARTHROPATHY,36516781
TUMOUR LYSIS SYNDROME,36416589
BONE DISORDER,36516728
OVERWEIGHT,36416535
GAUCHER'S DISEASE,35305847
SKIN PAPILLOMA,36110954
TREATMENT NONCOMPLIANCE,37420588
CASTLEMAN'S DISEASE,35104242
X-RAY WITH CONTRAST UPPER GASTROINTESTINAL TRACT,36312767
GRANULOMATOSIS WITH POLYANGIITIS,42889503
LUNG CANCER METASTATIC,36617886
NARCOLEPSY,36718564
TOBACCO USER,37420593
CATAPLEXY,36516859
CONCUSSION,36211215
CHRONIC HEPATIC FAILURE,35909515
HORMONE-REFRACTORY PROSTATE CANCER,43054074
SOMNOLENCE,36718321
BRONCHITIS BACTERIAL,36110024
LEFT VENTRICULAR DYSFUNCTION,35205324
MITRAL VALVE DISEASE,35205091
PULMONARY ARTERIOPATHY,37219876
SWELLING,35809166
GASTROINTESTINAL DISORDER,35707763
TOURETTE'S DISORDER,35306124
PYELONEPHRITIS CHRONIC,36110724
MAINTENANCE OF ANAESTHESIA,37521960
HYPOTONIA,36516865
BRONCHOPULMONARY DYSPLASIA,36818760
SUBSTANCE ABUSER,37420555
FALLOT'S TETRALOGY,35205131
MUSCLE STRAIN,36211263
STIFF PERSON SYNDROME,42889355
THROMBOCYTOPENIA,35104691
POSTPARTUM HYPOPITUITARISM,35506658
ARRHYTHMIA SUPRAVENTRICULAR,35204952
ANTICOAGULATION DRUG LEVEL BELOW THERAPEUTIC,36316132
ECZEMA,37320143
MULTIPLE ALLERGIES,36009713
GROWTH HORMONE DEFICIENCY,35506653
LATENT TUBERCULOSIS,36110771
APPENDICITIS,35707989
CHOLELITHIASIS,35909445
OROPHARYNGEAL PAIN,35708628
FEELING ABNORMAL,35809083
URINE OUTPUT DECREASED,36315754
ORAL CONTRACEPTION,37521573
MEDICATION DILUTION,37522211
DYSURIA,37019396
HYPERKERATOSIS,37320079
CYSTITIS,36110716
NASAL DRYNESS,37220017
BACTERAEMIA,36110630
AMYLOIDOSIS,36009859
SPLENECTOMY,37521178
WRIST FRACTURE,36211137
GENE MUTATION,35305472
UNDIFFERENTIATED CONNECTIVE TISSUE DISEASE,42889357
ALLERGY TEST,36313828
LEFT VENTRICULAR FAILURE,35205257
RADIATION PNEUMONITIS,36211447
GENERALISED TONIC-CLONIC SEIZURE,36776531
EXPOSURE TO TOXIC AGENT,36211167
SUBSTANCE ABUSE,36919132
CHRONIC LYMPHOCYTIC LEUKAEMIA REFRACTORY,35104367
OPHTHALMOLOGICAL EXAMINATION,36315328
GALLBLADDER CANCER STAGE IV,35909663
TEMPORAL LOBE EPILEPSY,36718516
KERATITIS,35607053
BLADDER TRANSITIONAL CELL CARCINOMA,36617475
TESTICULAR SEMINOMA (PURE) STAGE III,36617744
PULMONARY TOXICITY,36211185
CHOLANGIOCARCINOMA,43053867
COMPLEX PARTIAL SEIZURES,36718512
OPEN ANGLE GLAUCOMA,35606991
INTRAOCULAR PRESSURE INCREASED,36315155
HYPONATRAEMIA,36416600
PHOTODERMATOSIS,37320192
LOWER RESPIRATORY TRACT INFECTION FUNGAL,36110376
UPPER RESPIRATORY TRACT INFECTION,36110715
UTERINE LEIOMYOMA,36617553
MYELOPROLIFERATIVE NEOPLASM,788294
BLOOD DISORDER,35104186
RED BLOOD CELL COUNT DECREASED,36313276
LYMPHATIC DISORDER,35104758
METABOLIC ACIDOSIS,36416487
MYELOID METAPLASIA,35104253
RECTAL HAEMORRHAGE,35707861
BONE MARROW DISORDER,35104187
HAEMOGLOBIN DECREASED,36313240
FIBROSIS,35809378
CHRONIC MYELOMONOCYTIC LEUKAEMIA,35104395
FRACTURE PAIN,42889452
POLYARTHRITIS,36516786
BLOOD VISCOSITY INCREASED,36313139
PNEUMONIA INFLUENZAL,36110934
PREMATURE BABY,36818729
REFRACTORY CYTOPENIA WITH UNILINEAGE DYSPLASIA,42888975
ANTIBIOTIC THERAPY,37521974
BONE MARROW FAILURE,35104103
MYELOID LEUKAEMIA,35104392
TUBERCULOSIS,36110782
OPPORTUNISTIC INFECTION PROPHYLAXIS,37522070
CHRONIC GASTRITIS,35737823
ACUTE MYOCARDIAL INFARCTION,35205180
BLOOD PRESSURE DECREASED,36312070
ENDOCRINE DISORDER,35506542
BODY TEMPERATURE INCREASED,36315272
HYPOCALCAEMIA,36416563
FOLATE DEFICIENCY,36416715
GESTATIONAL DIABETES,35506613
SKIN CANCER,36617945
PSEUDOMONAS INFECTION,36110201
EAR INFECTION,35406310
BLOOD PRESSURE MEASUREMENT,46276597
SUBSTANCE USE,42890521
FACTOR IX DEFICIENCY,35104137
HEREDITARY HAEMORRHAGIC TELANGIECTASIA,35306281
EJECTION FRACTION DECREASED,36311824
URINE FLOW DECREASED,37019411
TORTICOLLIS,36516872
SCOLIOSIS,36516930
ALVEOLITIS ALLERGIC,36009698
RESPIRATORY TRACT INFECTION,36110570
VENTRICULAR SEPTAL DEFECT,35205351
VISUAL ACUITY REDUCED,35607450
PITUITARY TUMOUR BENIGN,35506682
TRANSPLANT EVALUATION,36313981
ARACHNOID CYST,36617348
THALASSAEMIA BETA,35104277
ASCITES,35205230
SKIN CANDIDA,36110346
LEUKOCYTOSIS,35104856
ASPERGILLUS INFECTION,43562937
PLATELET COUNT INCREASED,36313177
EARLY INFANTILE EPILEPTIC ENCEPHALOPATHY WITH BURST-SUPPRESSION,42890506
CHRONIC LEUKAEMIA,35104358
OSTEONECROSIS,36516749
IRRITABLE BOWEL SYNDROME,35708128
WHITE BLOOD CELL COUNT INCREASED,36313477
SPLEEN DISORDER,35104787
NERVOUSNESS,36918860
GASTRIC DISORDER,35707759
SUICIDE ATTEMPT,36919236
HODGKIN'S DISEASE LYMPHOCYTE DEPLETION TYPE REFRACTORY,35104420
HAEMATOLOGICAL MALIGNANCY,35104224
HEPATITIS B,35909577
NICOTINE DEPENDENCE,36919130
MULTIPLE SCLEROSIS RELAPSE,36718112
PLASMA CELL MYELOMA RECURRENT,43053717
BONE PAIN,36516761
BONE MARROW TRANSPLANT,37521157
ENCEPHALOPATHY,36718119
EXTRAPULMONARY TUBERCULOSIS,36110768
ANEURYSM,37622379
FRACTURE,36211065
ANTIVIRAL TREATMENT,37521977
METASTASIS,36617245
BREAST CANCER FEMALE,36617163
FALL,36211297
BLOOD PROLACTIN INCREASED,36312331
DRY SKIN PROPHYLAXIS,37522056
TAKAYASU'S ARTERITIS,36009914
SQUAMOUS CELL CARCINOMA OF THE ORAL CAVITY,43053833
NEOVASCULAR AGE-RELATED MACULAR DEGENERATION,42891398
ALLERGY PROPHYLAXIS,37522037
MUSCLE RELAXANT THERAPY,37521921
METASTATIC NEOPLASM,36617297
SYNCOPE,35205037
BRONCHIOLITIS,36111015
ACUTE FEBRILE NEUTROPHILIC DERMATOSIS,35104849
KAWASAKI'S DISEASE,36009905
INTERNATIONAL NORMALISED RATIO ABNORMAL,36313047
GASTROENTERITIS,35707907
ULNAR NEURITIS,36718489
DISCOMFORT,35809234
ACCIDENTAL EXPOSURE TO PRODUCT BY CHILD,43053921
CANDIDA INFECTION,43562936
BONE DECALCIFICATION,42890430
ACUTE GRAFT VERSUS HOST DISEASE IN INTESTINE,35707751
SOFT TISSUE INFECTION,36110683
THERAPEUTIC SKIN CARE TOPICAL,37521875
MASTITIS,36110475
METASTATIC GASTRIC CANCER,35708389
NIGHTMARE,36919207
OBSESSIVE RUMINATION,36919006
ADENOCARCINOMA PANCREAS,35708536
IRON OVERLOAD,36211755
HERPES OPHTHALMIC,35607126
ENDOCARDITIS PROPHYLAXIS,37522057
INFARCTION,37622407
MALIGNANT HISTIOCYTOSIS,35104239
COLORECTAL ADENOCARCINOMA,43053821
URTICARIA,36009783
ANGIOEDEMA,36009762
EMBOLISM VENOUS,37622456
RESPIRATORY FAILURE,36416501
FAMILIAL MEDITERRANEAN FEVER,35305500
PARAPROTEINAEMIA,35104674
URGE INCONTINENCE,37019408
COLORECTAL CANCER STAGE IV,35708430
ORTHODONTIC PROCEDURE,37521198
FILARIASIS,35607124
FILARIASIS LYMPHATIC,35104729
ONCHOCERCIASIS,35607135
HYPERTRIGLYCERIDAEMIA,36416637
HYPOGONADISM,35506562
STRONGYLOIDIASIS,35707975
INVASIVE LOBULAR BREAST CARCINOMA,43054194
ONYCHOMYCOSIS,36110386
NEPHROPROTECTIVE THERAPY,42890337
TENSION,36918862
ATYPICAL MYCOBACTERIAL INFECTION,36110748
EOSINOPHILIC PUSTULOSIS,35104839
LYMPHADENITIS,35104740
SYPHILIS,36110284
CYTOMEGALOVIRUS VIRAEMIA,36110878
CONSTIPATION PROPHYLAXIS,37522051
OESOPHAGEAL CANDIDIASIS,35708016
SEBORRHOEIC DERMATITIS,37320153
PERIARTHRITIS,36516808
CYTOPENIA,35122884
MYCOBACTERIUM AVIUM COMPLEX INFECTION,36110751
DRUG DIVERSION,37420479
ACUTE LYMPHOCYTIC LEUKAEMIA RECURRENT,35104341
PANCREATIC CARCINOMA METASTATIC,35708539
SKIN ULCER,37320254
LICHEN PLANUS,37320176
PANCREATITIS,35707713
MYOCLONUS,36718362
NEPHROTIC SYNDROME,37019292
DEVICE RELATED INFECTION,36110540
PLEURITIC PAIN,37219919
DUPUYTREN'S CONTRACTURE,36516947
RICKETS,36416556
FAILURE TO THRIVE,36416527
ANGIOGRAM CEREBRAL,36314927
HIDRADENITIS,37320281
NUCLEAR MAGNETIC RESONANCE IMAGING BRAIN,36314940
STERILISATION,37522265
COMPUTERISED TOMOGRAM ABDOMEN,36312702
SCAN,36313927
ANGIOGRAM,36312023
THREATENED LABOUR,36818685
EPIDURAL ANAESTHESIA,37521950
HEART RATE IRREGULAR,36311984
SWELLING FACE,37320136
PERIPHERAL ARTERIAL OCCLUSIVE DISEASE,37622432
GLIOBLASTOMA,36617388
EYE DISORDER,35606961
RENAL CYST,36617436
THYROID MASS,35506783
ADVERSE REACTION,35809321
NASOPHARYNGEAL CANCER,36617846
HEPATIC CANCER STAGE IV,35909669
CHRONIC INFLAMMATORY DEMYELINATING POLYRADICULONEUROPATHY,36009870
FLUSHING,35809130
BONE SARCOMA,36517027
BLOOD IMMUNOGLOBULIN G DECREASED,36313803
BLOOD TRIGLYCERIDES,36314070
LUPUS NEPHRITIS,36009816
WISDOM TEETH REMOVAL,37521205
TOXICITY TO VARIOUS AGENTS,42889647
PERSONALITY DISORDER,36919083
COMPLICATIONS OF TRANSPLANTED LIVER,35909482
ACANTHAMOEBA KERATITIS,42889175
IRIDOCYCLITIS,35607074
DERMATOPHYTOSIS,36110427
NECROTISING FASCIITIS,36110624
HISTIOCYTOSIS HAEMATOPHAGIC,35104236
ADENOID CYSTIC CARCINOMA,36617288
SELECTIVE IGA IMMUNODEFICIENCY,36009959
BRONCHIAL OBSTRUCTION,37219799
PROTEIN-LOSING GASTROENTEROPATHY,35707783
INFERIOR VENA CAVAL OCCLUSION,37622437
INTERMITTENT CLAUDICATION,37622430
POLYMYOSITIS,36009829
VAGINAL INFECTION,36110530
SPINAL FUSION SURGERY,37521537
PEPTIC ULCER,35708322
PROPHYLAXIS AGAINST HIV INFECTION,37522078
ISCHAEMIC HEART DISEASE PROPHYLAXIS,37522063
HYPOGLYCAEMIA,35506636
NEUROMUSCULAR BLOCKADE REVERSAL,37521962
NEUROMUSCULAR BLOCKADE,36718461
BRADYCARDIA,35204928
PNEUMONIA BACTERIAL,36110059
VERTIGO,35406392
SOCIAL AVOIDANT BEHAVIOUR,36919077
SUICIDAL IDEATION,36919235
ORAL FUNGAL INFECTION,35708594
FOLLICULITIS,36110039
IRON DEFICIENCY ANAEMIA,35104070
INFERTILITY,37119654
ACNE CYSTIC,37320260
EVANS SYNDROME,35104289
HAEMATEMESIS,35707865
CYCLIC NEUTROPENIA,35104876
NEUROENDOCRINE CARCINOMA,35506728
CEREBRAL THROMBOSIS,36718004
EXPOSURE DURING PREGNANCY,43053904
RESPIRATORY TRACT CONGESTION,37219946
HEPATITIS B CORE ANTIBODY POSITIVE,42889921
INGUINAL HERNIA,35707543
HEPATITIS B SURFACE ANTIBODY POSITIVE,42889927
SOCIAL PROBLEM,37420585
INJURY,36211303
ASTHENIA,35809072
SHORT-BOWEL SYNDROME,35708370
MYOCARDIAL ISCHAEMIA,35205190
DUODENAL ULCER,35708270
ADJUSTMENT DISORDER WITH DEPRESSED MOOD,36918848
PANCREATIC NEUROENDOCRINE TUMOUR METASTATIC,35506733
GASTRIC NEOPLASM,35708393
LUNG CARCINOMA CELL TYPE UNSPECIFIED RECURRENT,36617887
GASTROINTESTINAL SURGERY,37521006
BRAIN INJURY,36718606
DENTAL DISORDER PROPHYLAXIS,37522053
REFRACTORY ANAEMIA WITH AN EXCESS OF BLASTS,35104401
DECUBITUS ULCER,37320223
OEDEMA DUE TO HEPATIC DISEASE,35809226
VIROLOGIC FAILURE,35809363
EGFR GENE MUTATION,42889421
INFLAMMATORY CARCINOMA OF THE BREAST,36617180
THROMBOCYTOSIS,42888930
ARRHYTHMIA PROPHYLAXIS,37522043
MALIGNANT FIBROUS HISTIOCYTOMA,36517063
VEIN DISORDER,37622497
HYPERCHLORHYDRIA,35707833
POST LAMINECTOMY SYNDROME,36211626
BEHCET'S SYNDROME,35708637
OESOPHAGEAL SPASM,35708129
INTRAOCULAR PRESSURE TEST ABNORMAL,36315157
VITRECTOMY,37520867
SARCOMA METASTATIC,36517098
HORMONE THERAPY,37520797
TRACHEITIS,36110710
THYROID THERAPY,37520828
WEIGHT CONTROL,37522288
SPINAL OSTEOARTHRITIS,36516827
LUMBAR RADICULOPATHY,36718578
HELICOBACTER GASTRITIS,35707932
TURNER'S SYNDROME,35305479
GASTROINTESTINAL CARCINOMA,35708458
NECK INJURY,36211378
UPPER LIMB FRACTURE,36211136
EMBOLISM ARTERIAL,42890828
EXPOSURE TO RADIATION,43053905
MYASTHENIA GRAVIS,36009825
TUMOUR COMPRESSION,36617332
ENTEROCOCCAL INFECTION,36110116
DENTAL CARE,37521184
ACQUIRED EPIDERMOLYSIS BULLOSA,37320101
SKIN WRINKLING,37320090
CYSTIC FIBROSIS RELATED DIABETES,35305559
INFECTIVE PULMONARY EXACERBATION OF CYSTIC FIBROSIS,42889536
MALABSORPTION,35708369
BURN INFECTION,36110657
ESCHERICHIA INFECTION,36110123
GENERAL ANAESTHESIA,37521953
TEMPORAL ARTERITIS,36009915
X-RAY GASTROINTESTINAL TRACT,36312761
POSTOPERATIVE ANALGESIA,37521972
TENDON PAIN,36517150
TINEA VERSICOLOUR,36110439
TINEA PEDIS,36110438
PNEUMONIA PNEUMOCOCCAL,36110257
BLOOD GLUCOSE INCREASED,36314160
EXFOLIATION GLAUCOMA,43562905
HYPOAESTHESIA,36718395
SINUS HEADACHE,36718136
POSTOPERATIVE CARE,37522238
URINE OUTPUT INCREASED,36315755
MICROCEPHALY,35305965
SCIATICA,36516909
OCCIPITAL NEURALGIA,36718402
EXOSTOSIS,36516738
ACUTE PROMYELOCYTIC LEUKAEMIA,35104355
BUNION,36517119
PALPITATIONS,35205034
CARDIAC FLUTTER,35204931
DRY SKIN,37320109
TUMOUR NECROSIS FACTOR RECEPTOR-ASSOCIATED PERIODIC SYNDROME,35305517
MEDULLARY THYROID CANCER,43053774
SINUS TACHYCARDIA,35204960
HYPOMAGNESAEMIA,36416568
TREMOR,36718265
CARDIAC FAILURE ACUTE,35205241
BILE OUTPUT ABNORMAL,36313539
BLOOD CALCIUM INCREASED,36316344
LYMPHOCYTIC LYMPHOMA,35104460
APPENDICECTOMY,37521035
PHARYNGITIS,35708603
UPPER GASTROINTESTINAL HAEMORRHAGE,35707871
CELL DEATH,35809389
HEPATITIS,35909613
CHRONIC HEPATITIS B,42889490
FACIAL NEURALGIA,36718094
SKIN DISCOLOURATION,37320120
CIRCULATORY COLLAPSE,37622442
ECZEMA ASTEATOTIC,37320144
LAXATIVE SUPPORTIVE CARE,37521022
SKIN IRRITATION,37320154
DRUG HYPERSENSITIVITY,36009738
RETINAL VEIN OCCLUSION,35607421
MENSTRUATION IRREGULAR,35506587
DERMATOMYOSITIS,36009843
TRACHEAL CANCER,36617903
GONADAL DYSGENESIS,35305476
NEPHRITIC SYNDROME,37019291
GLOMERULONEPHRITIS CHRONIC,37019283
LUNG CARCINOMA CELL TYPE UNSPECIFIED STAGE IV,36617892
HYPOPITUITARISM,35506654
HYPOGONADISM MALE,35506602
MOTION SICKNESS,35406390
5Q MINUS SYNDROME,35104394
AMYOTROPHIC LATERAL SCLEROSIS,36718450
VULVOVAGINAL CANDIDIASIS,36110348
CONGENITAL CYSTIC KIDNEY DISEASE,35306151
WEIGHT INCREASED,36315381
TRANSPLANT FAILURE,36211705
SELECTIVE IGG SUBCLASS DEFICIENCY,36009960
VASCULAR GRAFT,37522356
AORTIC VALVE REPLACEMENT,37520752
HAEMATOMA EVACUATION,37522342
DIALYSIS,37521159
CARDIAC TAMPONADE,35205383
CERVICAL SPINAL STENOSIS,36516922
LUMBAR SPINAL STENOSIS,36516927
BACK DISORDER,36516961
RHEUMATIC HEART DISEASE,35205213
ESCHERICHIA URINARY TRACT INFECTION,36110125
PANCREAS TRANSPLANT,37521084
PUPILS UNEQUAL,35607312
VULVOVAGINAL DRYNESS,37119782
ACUTE CORONARY SYNDROME,35205179
MUCOLIPIDOSIS TYPE II,43053754
PHOTOPHOBIA,35607320
PARAESTHESIA,36718379
PARATHYROIDECTOMY,37520809
BILE DUCT CANCER,35909645
EXPOSURE TO COMMUNICABLE DISEASE,37420387
MUCOSAL INFLAMMATION,35809207
IMMUNOGLOBULIN G4 RELATED SCLEROSING DISEASE,42889352
BLOOD PHOSPHORUS,36316374
HIP FRACTURE,36211102
PELVIC FRACTURE,36211109
AUTOINFLAMMATORY DISEASE,42889307
POLYMYALGIA RHEUMATICA,36009828
NASAL DISCOMFORT,37219954
ELECTROLYTE SUBSTITUTION THERAPY,37522158
BRAIN NEOPLASM,36617411
MASS,35809386
HAEMANGIOBLASTOMA,36617365
MEDICAL DEVICE COMPLICATION,36211594
CARDIOMYOPATHY,35205272
MUSCULOSKELETAL STIFFNESS,36516973
EXTRADURAL ABSCESS,36110489
NUCLEAR MAGNETIC RESONANCE IMAGING ABDOMINAL,36312727
NUCLEAR MAGNETIC RESONANCE IMAGING THORACIC,36316101
DEVICE DAMAGE,42889402
ARTERIOVENOUS FISTULA OCCLUSION,36211511
AORTIC DISSECTION,37622386
BREAST SWELLING,37119493
LOCAL SWELLING,35809142
VENOUS STENOSIS,37622419
CATHETER PLACEMENT,37522129
STEAL SYNDROME,37622412
SPONDYLOLISTHESIS,36516933
SYNOVIAL SARCOMA,36517102
REFRACTORY CYTOPENIA WITH MULTILINEAGE DYSPLASIA,35104403
NEUROMUSCULAR BLOCKING THERAPY,37521963
INFECTIVE EXACERBATION OF CHRONIC OBSTRUCTIVE AIRWAYS DISEASE,36110587
IRON DEFICIENCY,36416622
CEREBRAL SALT-WASTING SYNDROME,36416598
MYOCLONIC EPILEPSY,36718536
ORTHOPAEDIC PROCEDURE,42890525
VARICOSE VEIN,37622545
KNEE ARTHROPLASTY,37520652
VARICES OESOPHAGEAL,35708362
PELVIC VENOUS THROMBOSIS,37622471
RESTLESSNESS,36718368
ERYTHRODERMIC PSORIASIS,37320202
VAGINAL HAEMORRHAGE,37119745
SINGLE PHOTON EMISSION COMPUTERISED TOMOGRAM,36313937
OVARIAN CANCER STAGE III,42890243
ASTEATOSIS,37320319
GASTRIC POLYPS,35707598
MALAISE,35809079
THROMBOPHLEBITIS,37622476
MENINGIOMA MALIGNANT,36617402
CHLAMYDIAL INFECTION,36110298
AVIAN INFLUENZA,36110932
INTERVERTEBRAL DISC DISORDER,36516905
ESSENTIAL TREMOR,36718261
RADIOTHERAPY,37522104
BEHAVIOURAL AND PSYCHIATRIC SYMPTOMS OF DEMENTIA,36918939
BRONCHOPULMONARY ASPERGILLOSIS,36110320
TACHYCARDIA,35204948
ALPHA-1 ANTI-TRYPSIN DEFICIENCY,35305824
MUCOPOLYSACCHARIDOSIS II,35305856
SUPERIOR VENA CAVA SYNDROME,42890167
MENTAL STATUS CHANGES,36919118
INGROWING NAIL,37320287
ENDOMETRIOSIS,37119714
MUSCULOSKELETAL DISCOMFORT,36516956
GRAFT VERSUS HOST DISEASE,36009895
BONE CANCER,43054153
ENURESIS,36919122
AUTOMATIC BLADDER,37019268
HAEMATURIA,37019425
INTRAOCULAR PRESSURE DECREASED,36315153
VIRAL PHARYNGITIS,36111049
ENDOSCOPIC RETROGRADE CHOLANGIOPANCREATOGRAPHY,36313497
GENERAL PHYSICAL HEALTH DETERIORATION,35809131
HALLUCINATION,36918984
KIDNEY INFECTION,36110719
TRANSFUSION,37521144
HYPOGLOBULINAEMIA,35104206
HOUSE DUST ALLERGY,36009771
ARTHROPOD STING,36211287
LUNG ADENOCARCINOMA STAGE III,36617827
DYSPHAGIA,35708171
EPITHELIOID MESOTHELIOMA,43054159
HABITUAL ABORTION,36818641
CHRONIC MYELOID LEUKAEMIA TRANSFORMATION,35104380
CHRONIC MYELOID LEUKAEMIA (IN REMISSION),35104379
COLONOSCOPY,36312698
MOUTH ULCERATION,35708640
RIGHT VENTRICULAR FAILURE,35205268
BONE DENSITY DECREASED,36314856
ABDOMINAL OPERATION,37520918
FLUID IMBALANCE,36416585
NEUROBORRELIOSIS,36110091
"SCHIZOPHRENIA, UNDIFFERENTIATED TYPE",36919164
ADENOMYOSIS,37119706
MARFAN'S SYNDROME,35305940
HEART VALVE REPLACEMENT,37520757
MITRAL VALVE REPLACEMENT,37520760
HYPERCOAGULATION,35104174
CONGENITAL DIAPHRAGMATIC HERNIA,35306223
TRANSPOSITION OF THE GREAT VESSELS,35205124
HETEROTAXIA,35305508
INADEQUATE DIET,37420502
METABOLIC DISORDER,36416680
THYROID FUNCTION TEST ABNORMAL,36312473
SPINAL COLUMN STENOSIS,36516931
PARONYCHIA,36110673
PHANTOM LIMB SYNDROME,1335063
ROTATOR CUFF SYNDROME,36211094
MYELITIS TRANSVERSE,36717969
ARNOLD-CHIARI MALFORMATION,35306067
CERUMEN IMPACTION,35406331
NERVE BLOCK,37521961
CONJUNCTIVAL OEDEMA,35607029
BONE LOSS,42890497
BRAIN ABSCESS,36110479
LOW DENSITY LIPOPROTEIN,36314006
TRANSITIONAL CELL CARCINOMA,36617515
VASCULAR GRAFT THROMBOSIS,42889582
PANCREATECTOMY,37521085
CARDIOMEGALY,35205315
PRENATAL CARE,37521629
BLOOD INSULIN DECREASED,36312269
AUTOIMMUNE THYROIDITIS,35506764
LOCAL ANAESTHESIA,37521959
NEUROGENIC BLADDER,36718589
MUSCULOSKELETAL CHEST PAIN,36516955
BLOOD GLUCOSE ABNORMAL,36314156
ARTHRITIS INFECTIVE,36110460
SCIATIC NERVE INJURY,36211340
GENDER IDENTITY DISORDER,36919180
OVERDOSE,36211496
IRRITABILITY,35809139
PNEUMONECTOMY,37521799
STUPOR,36718324
MUTISM,36718429
HYPOKINESIA,36718207
NEGATIVISM,36919073
LICHENIFICATION,37320178
MENINGITIS,36110491
PANCREATIC PSEUDOCYST,35707745
RENAL NEOPLASM,36617523
HYPOVOLAEMIA,36416608
TACHYARRHYTHMIA,35204947
ANAESTHETIC PREMEDICATION,37521949
CONJUNCTIVITIS,35607031
CELLULITIS ORBITAL,35607144
CLEAR CELL RENAL CELL CARCINOMA,43054036
STRESS CARDIOMYOPATHY,35205197
ARTHROGRAM,36314848
VITAMIN C,36314358
BLOOD IRON,36316364
HEART RATE ABNORMAL,36311981
ARTHRITIS ENTEROPATHIC,35708061
SEDATIVE THERAPY,37521965
PULMONARY ALVEOLAR HAEMORRHAGE,37219839
ANTIPHOSPHOLIPID SYNDROME,35104158
MULTIFOCAL MOTOR NEUROPATHY,36009885
ATROPHIC VULVOVAGINITIS,37119539
SPINAL CORD INJURY,36211402
SPINAL CORD DISORDER,36718599
TIBIAL TORSION,35305954
PARTIAL SEIZURES WITH SECONDARY GENERALISATION,36718538
MICROCYTIC ANAEMIA,35104091
GASTROINTESTINAL DISORDER THERAPY,37521004
CERVIX CARCINOMA RECURRENT,36617566
SPINAL ANAESTHESIA,37521966
EUTHANASIA,35809064
ALCOHOL DETOXIFICATION,37522012
PRECOCIOUS PUBERTY,35506574
VITAMIN B COMPLEX DEFICIENCY,36416719
POST PROCEDURAL INFECTION,36110566
FAMILIAL RISK FACTOR,37420426
ENDOMETRIAL HYPERPLASIA,37119710
BURKITT'S LYMPHOMA,35104483
CARCINOID SYNDROME,35506693
ACUTE RESPIRATORY DISTRESS SYNDROME,37219850
SOCIAL PHOBIA,36918898
UTERINE CANCER,36617657
ENDOMETRIAL ADENOCARCINOMA,43054043
ACCIDENTAL OVERDOSE,36211491
MONONEUROPATHY,36718473
MUSCLE ATROPHY,36516840
PULMONARY TUBERCULOSIS,36110777
GERM CELL CANCER,36617282
OCULAR HYPERTENSION,35606990
INCORRECT DOSE ADMINISTERED,36211465
POSTOPERATIVE WOUND INFECTION,36110568
BALANCE DISORDER,36718280
PROSTATE TENDERNESS,37119609
HICCUPS,35708176
GASTROINTESTINAL PAIN,35708160
BURNING SENSATION,36718372
RENAL FAILURE ACUTE,37019319
SENILE DEMENTIA,36718167
TUBERCULOSIS IMMUNISATION,42890416
FASCIITIS,36516948
EYE IRRITATION,35607122
CONJUNCTIVITIS VIRAL,35607037
DERMATITIS CONTACT,36009735
GIANT PAPILLARY CONJUNCTIVITIS,35607038
EYE DISCHARGE,35607109
EYE INFECTION,35607110
PARAPLEGIA,36718238
PARASPINAL ABSCESS,42889552
PARALYSIS,36718235
ABSCESS,36110534
INDURATION,35809137
MYCOBACTERIUM TUBERCULOSIS COMPLEX TEST POSITIVE,42890123
SYNOVIAL CYST,36517123
PSYCHOMOTOR HYPERACTIVITY,36718214
PHYTOTHERAPY,37522233
HYPERKALAEMIA,36416593
VENOUS THROMBOSIS,37622462
PROSTATITIS,37119529
MOVEMENT DISORDER,36718211
EXTRAPYRAMIDAL DISORDER,36718201
OSTEITIS DEFORMANS,36516748
CALCINOSIS,35809395
MIXED HEPATOCELLULAR CHOLANGIOCARCINOMA,35909683
PERITONEAL CARCINOMA METASTATIC,35708468
COLON NEOPLASM,35708377
SYSTEMIC SCLERODERMA,788695
CHOROIDAL NEOVASCULARISATION,35607399
MALIGNANT URINARY TRACT NEOPLASM,36617514
SUPERFICIAL SPREADING MELANOMA STAGE UNSPECIFIED,36617932
NIEMANN-PICK DISEASE,35305863
CORNEAL TRANSPLANT,37520841
RECTAL CANCER RECURRENT,35708411
AUTOIMMUNE HEPATITIS,35909605
CORONARY ARTERIAL STENT INSERTION,37522317
CATARACT,35606824
CHOLESTEROLOSIS BULBI,45886373
ARTERIAL STENT INSERTION,37522309
HYPOGAMMAGLOBULINAEMIA,36009957
C-REACTIVE PROTEIN INCREASED,36315486
CONFUSIONAL STATE,36718301
GENERALISED ANXIETY DISORDER,36918855
PEMPHIGOID,36009850
HYPERSOMNIA,36718563
POSTURAL ORTHOSTATIC TACHYCARDIA SYNDROME,35204944
VITREOUS ADHESIONS,35607332
BLOOD PRESSURE INADEQUATELY CONTROLLED,37622439
CARDIOVERSION,37520737
PNEUMOCYSTIS JIROVECII PNEUMONIA,43562827
CARDIAC OPERATION,37520731
CARDIAC ASSISTANCE DEVICE USER,37420513
INFECTED CYST,36110550
PNEUMONIA ASPIRATION,37219820
HIP SURGERY,37520642
GASTRODUODENAL ULCER,35708276
SELF INJURIOUS BEHAVIOUR,36919232
ATRIOVENTRICULAR BLOCK,35204902
BACK INJURY,36211368
DIABETIC RETINOPATHY,35506530
PORPHYRIA,35305831
HEAD AND NECK CANCER,36617293
THROAT CANCER,36617902
