indication,indication_concept_id,indication_clean,cancer_flag
VITAMIN D DEFICIENCY,36416706,VITAMIN D DEFICIENCY,FALSE
BRONCHIECTASIS,36110583,BRONCHIECTASIS,FALSE
ADENOCARCINOMA,36617287,ADENOCARCINOMA,TRUE
CHEMOTHERAPY,37521981,CHEMOTHERAPY,TRUE
MACULAR DEGENERATION,35607358,MACULAR DEGENERATION,FALSE
LACRIMATION INCREASED,35606950,LACRIMATION INCREASED,FALSE
NASAL CONGESTION,37220008,NASAL CONGESTION,FALSE
TOOTH ABSCESS,35707631,TOOTH ABSCESS,FALSE
DIARRHOEA,35708093,DIARRHOEA,FALSE
HEPATITIS C RNA,36314686,HEPATITIS C RNA,FALSE
HEPATITIS B DNA INCREASED,36314667,HEPATITIS B DNA INCREASED,FALSE
HAEMOLYTIC URAEMIC SYNDROME,35104298,HAEMOLYTIC URAEMIC SYNDROME,FALSE
CHRONIC GRAFT VERSUS HOST DISEASE,36009894,CHRONIC GRAFT VERSUS HOST DISEASE,FALSE
ANTIDEPRESSANT THERAPY,37521688,ANTIDEPRESSANT THERAPY,FALSE
MAJOR DEPRESSION,36918945,MAJOR DEPRESSION,FALSE
JOINT INJURY,36211088,JOINT INJURY,FALSE
HYPERLIPIDAEMIA,36416638,HYPERLIPIDAEMIA,FALSE
LIVER TRANSPLANT,37521359,LIVER TRANSPLANT,FALSE
NON-HODGKIN'S LYMPHOMA RECURRENT,35104644,NON-HODGKIN'S LYMPHOMA RECURRENT,TRUE
PANCREATIC CARCINOMA,35708538,PANCREATIC CARCINOMA,TRUE
IDIOPATHIC GENERALISED EPILEPSY,42890507,IDIOPATHIC GENERALISED EPILEPSY,FALSE
ACQUIRED IMMUNODEFICIENCY SYNDROME,36009925,ACQUIRED IMMUNODEFICIENCY SYNDROME,FALSE
KAPOSI'S SARCOMA AIDS RELATED,36009947,KAPOSI'S SARCOMA AIDS RELATED,TRUE
PANIC ATTACK,36918904,PANIC ATTACK,FALSE
NEGATIVE THOUGHTS,36918955,NEGATIVE THOUGHTS,FALSE
LOW DENSITY LIPOPROTEIN ABNORMAL,36314007,LOW DENSITY LIPOPROTEIN ABNORMAL,FALSE
MENINGITIS BACTERIAL,36110049,MENINGITIS BACTERIAL,FALSE
HAEMORRHOIDS,35708360,HAEMORRHOIDS,FALSE
HIV PERIPHERAL NEUROPATHY,36009944,HIV PERIPHERAL NEUROPATHY,FALSE
PROTEINURIA,37019440,PROTEINURIA,FALSE
IMPAIRED HEALING,35809381,IMPAIRED HEALING,FALSE
HYPERGLYCAEMIA,35506628,HYPERGLYCAEMIA,FALSE
GLUCOSE TOLERANCE IMPAIRED,35506624,GLUCOSE TOLERANCE IMPAIRED,FALSE
BENIGN PROSTATIC HYPERPLASIA,37119607,BENIGN PROSTATIC HYPERPLASIA,FALSE
OESOPHAGEAL CARCINOMA,35708519,OESOPHAGEAL CARCINOMA,TRUE
GUILLAIN-BARRE SYNDROME,36009804,GUILLAIN-BARRE SYNDROME,FALSE
AUTONOMIC NEUROPATHY,36718442,AUTONOMIC NEUROPATHY,FALSE
COLITIS,35708038,COLITIS,FALSE
IMMUNE THROMBOCYTOPENIC PURPURA,45885779,IMMUNE THROMBOCYTOPENIC PURPURA,FALSE
ENTEROCOLITIS HAEMORRHAGIC,35708045,ENTEROCOLITIS HAEMORRHAGIC,FALSE
EX-TOBACCO USER,37420590,EX-TOBACCO USER,FALSE
BODY HEIGHT DECREASED,36315262,BODY HEIGHT DECREASED,FALSE
THYROID DISORDER,35506777,THYROID DISORDER,FALSE
INFLAMMATION,35809181,INFLAMMATION,FALSE
DEPRESSED MOOD,36918949,DEPRESSED MOOD,FALSE
CARDIOVASCULAR DISORDER,35204998,CARDIOVASCULAR DISORDER,FALSE
DEEP VEIN THROMBOSIS,37622465,DEEP VEIN THROMBOSIS,FALSE
MALARIA PROPHYLAXIS,37522065,MALARIA PROPHYLAXIS,FALSE
INFECTION,36110552,INFECTION,FALSE
THROMBOPHLEBITIS SUPERFICIAL,37622477,THROMBOPHLEBITIS SUPERFICIAL,FALSE
ACUTE PSYCHOSIS,36919145,ACUTE PSYCHOSIS,FALSE
LEIOMYOSARCOMA,36517055,LEIOMYOSARCOMA,TRUE
T-CELL TYPE ACUTE LEUKAEMIA,35104346,T-CELL TYPE ACUTE LEUKAEMIA,TRUE
BILIARY COLIC,35909409,BILIARY COLIC,FALSE
OVARIAN CANCER,36617644,OVARIAN CANCER,TRUE
THROMBOLYSIS,37521170,THROMBOLYSIS,FALSE
LEIOMYOSARCOMA METASTATIC,36517056,LEIOMYOSARCOMA METASTATIC,TRUE
MYCOSIS FUNGOIDES,35104618,MYCOSIS FUNGOIDES,TRUE
PATENT DUCTUS ARTERIOSUS,35205136,PATENT DUCTUS ARTERIOSUS,FALSE
APNOEA NEONATAL,43562697,APNOEA NEONATAL,FALSE
MENINGITIS TUBERCULOUS,36110774,MENINGITIS TUBERCULOUS,FALSE
BLOOD TRIGLYCERIDES INCREASED,36314073,BLOOD TRIGLYCERIDES INCREASED,FALSE
DERMATITIS,37320141,DERMATITIS,FALSE
FISTULA,36516986,FISTULA,FALSE
BRONCHIAL CARCINOMA,36617883,BRONCHIAL CARCINOMA,TRUE
PNEUMONITIS,37219822,PNEUMONITIS,FALSE
WEIGHT DECREASED,36315380,WEIGHT DECREASED,FALSE
OESOPHAGEAL DISORDER,35707843,OESOPHAGEAL DISORDER,FALSE
DIAGNOSTIC PROCEDURE,36313959,DIAGNOSTIC PROCEDURE,FALSE
CEREBRAL INFARCTION,36718001,CEREBRAL INFARCTION,FALSE
OSTEOPOROTIC FRACTURE,36211075,OSTEOPOROTIC FRACTURE,FALSE
"SCHIZOPHRENIA, PARANOID TYPE",36919162,"SCHIZOPHRENIA, PARANOID TYPE",FALSE
CELLULITIS,36110026,CELLULITIS,FALSE
PROPHYLAXIS OF NEURAL TUBE DEFECT,37522092,PROPHYLAXIS OF NEURAL TUBE DEFECT,FALSE
CALCIUM DEFICIENCY,35506749,CALCIUM DEFICIENCY,FALSE
APLASTIC ANAEMIA,35104101,APLASTIC ANAEMIA,FALSE
CARCINOID TUMOUR,35506710,CARCINOID TUMOUR,TRUE
CHOLESTASIS,35909469,CHOLESTASIS,FALSE
INDUCTION OF CERVIX RIPENING,43054067,INDUCTION OF CERVIX RIPENING,FALSE
PORTAL HYPERTENSION,35909564,PORTAL HYPERTENSION,FALSE
INFLUENZA,36110933,INFLUENZA,FALSE
GANGLIOGLIOMA,43054032,GANGLIOGLIOMA,TRUE
INTERSTITIAL LUNG DISEASE,37219831,INTERSTITIAL LUNG DISEASE,FALSE
POLYCYSTIC OVARIES,35506596,POLYCYSTIC OVARIES,FALSE
OVULATION INDUCTION,37521605,OVULATION INDUCTION,FALSE
RIGHT-TO-LEFT CARDIAC SHUNT,46276611,RIGHT-TO-LEFT CARDIAC SHUNT,FALSE
TOXOPLASMOSIS,36110820,TOXOPLASMOSIS,FALSE
SUPRAVENTRICULAR TACHYCARDIA,35204963,SUPRAVENTRICULAR TACHYCARDIA,FALSE
SEPTIC SHOCK,36110649,SEPTIC SHOCK,FALSE
INTERVERTEBRAL DISC PROTRUSION,36516907,INTERVERTEBRAL DISC PROTRUSION,FALSE
PLACENTAL INSUFFICIENCY,36818792,PLACENTAL INSUFFICIENCY,FALSE
GASTRITIS PROPHYLAXIS,37522058,GASTRITIS PROPHYLAXIS,FALSE
IMMUNISATION,37522021,IMMUNISATION,FALSE
NOCTURIA,37019449,NOCTURIA,FALSE
TRANSIENT ISCHAEMIC ATTACK,36718067,TRANSIENT ISCHAEMIC ATTACK,FALSE
GASTRIC ULCER,35708278,GASTRIC ULCER,FALSE
TRAUMATIC LUNG INJURY,42889650,TRAUMATIC LUNG INJURY,FALSE
DYSPNOEA,35205038,DYSPNOEA,FALSE
GOUT,36416695,GOUT,FALSE
BLADDER CANCER,36617459,BLADDER CANCER,TRUE
PROLACTINOMA,35506685,PROLACTINOMA,FALSE
HYPERPROLACTINAEMIA,35506649,HYPERPROLACTINAEMIA,FALSE
HIRSUTISM,35506582,HIRSUTISM,FALSE
CYTOMEGALOVIRUS INFECTION,36110874,CYTOMEGALOVIRUS INFECTION,FALSE
OXYGEN CONSUMPTION DECREASED,36314113,OXYGEN CONSUMPTION DECREASED,FALSE
HUNGRY BONE SYNDROME,35506755,HUNGRY BONE SYNDROME,FALSE
NUCLEAR MAGNETIC RESONANCE IMAGING,36313915,NUCLEAR MAGNETIC RESONANCE IMAGING,FALSE
ABDOMINAL PAIN UPPER,35708156,ABDOMINAL PAIN UPPER,FALSE
B-CELL LYMPHOMA,35104465,B-CELL LYMPHOMA,TRUE
DRUG INEFFECTIVE,35809327,DRUG INEFFECTIVE,FALSE
SURGERY,37522270,SURGERY,FALSE
VOMITING,35708208,VOMITING,FALSE
"SCHIZOPHRENIA, DISORGANISED TYPE",36919161,"SCHIZOPHRENIA, DISORGANISED TYPE",FALSE
ELECTROCONVULSIVE THERAPY,37521691,ELECTROCONVULSIVE THERAPY,FALSE
HEPATOCELLULAR CARCINOMA,43053853,HEPATOCELLULAR CARCINOMA,TRUE
PAIN MANAGEMENT,37521970,PAIN MANAGEMENT,FALSE
SARCOMA,36517097,SARCOMA,TRUE
FLATULENCE,35708153,FLATULENCE,FALSE
COLORECTAL CANCER,35708425,COLORECTAL CANCER,TRUE
NEUTROPENIA,35104883,NEUTROPENIA,FALSE
MALIGNANT GLIOMA,36617392,MALIGNANT GLIOMA,TRUE
ABDOMINAL PAIN,35708154,ABDOMINAL PAIN,FALSE
LOWER RESPIRATORY TRACT INFECTION,36110589,LOWER RESPIRATORY TRACT INFECTION,FALSE
DIZZINESS,35205025,DIZZINESS,FALSE
LOSS OF CONSCIOUSNESS,36718317,LOSS OF CONSCIOUSNESS,FALSE
HYPERPARATHYROIDISM SECONDARY,35506747,HYPERPARATHYROIDISM SECONDARY,FALSE
CRANIOCEREBRAL INJURY,42889648,CRANIOCEREBRAL INJURY,FALSE
SLE ARTHRITIS,36009821,SLE ARTHRITIS,FALSE
DRUG DEPENDENCE,36919128,DRUG DEPENDENCE,FALSE
HIATUS HERNIA,35707535,HIATUS HERNIA,FALSE
PROSTATIC SPECIFIC ANTIGEN INCREASED,36313741,PROSTATIC SPECIFIC ANTIGEN INCREASED,FALSE
PROPHYLAXIS AGAINST TRANSPLANT REJECTION,37522089,PROPHYLAXIS AGAINST TRANSPLANT REJECTION,FALSE
GLIOBLASTOMA MULTIFORME,36617389,GLIOBLASTOMA MULTIFORME,TRUE
HEPATIC FUNCTION ABNORMAL,35909508,HEPATIC FUNCTION ABNORMAL,FALSE
OSTEOSARCOMA,43054174,OSTEOSARCOMA,TRUE
GESTATIONAL HYPERTENSION,42890556,GESTATIONAL HYPERTENSION,FALSE
OSTEOPOROSIS POSTMENOPAUSAL,36416553,OSTEOPOROSIS POSTMENOPAUSAL,FALSE
POST PROCEDURAL SEPSIS,36110639,POST PROCEDURAL SEPSIS,FALSE
STATUS EPILEPTICUS,36718540,STATUS EPILEPTICUS,FALSE
AGE-RELATED MACULAR DEGENERATION,42889192,AGE-RELATED MACULAR DEGENERATION,FALSE
HEART RATE INCREASED,36311983,HEART RATE INCREASED,FALSE
ANTIRETROVIRAL THERAPY,37521976,ANTIRETROVIRAL THERAPY,FALSE
METASTASES TO LIVER,35909682,METASTASES TO LIVER,TRUE
BARRETT'S OESOPHAGUS,35707820,BARRETT'S OESOPHAGUS,FALSE
HELICOBACTER INFECTION,36110145,HELICOBACTER INFECTION,FALSE
SENILE OSTEOPOROSIS,36416557,SENILE OSTEOPOROSIS,FALSE
NEUROMYELITIS OPTICA,35607141,NEUROMYELITIS OPTICA,FALSE
DIABETIC RETINAL OEDEMA,35506529,DIABETIC RETINAL OEDEMA,FALSE
BRONCHOPNEUMONIA,36110585,BRONCHOPNEUMONIA,FALSE
RENAL IMPAIRMENT,37019321,RENAL IMPAIRMENT,FALSE
ORAL CANDIDIASIS,35708593,ORAL CANDIDIASIS,FALSE
ACUTE LYMPHOCYTIC LEUKAEMIA,35104339,ACUTE LYMPHOCYTIC LEUKAEMIA,TRUE
NEPHROGENIC ANAEMIA,35104098,NEPHROGENIC ANAEMIA,FALSE
MYOCARDITIS,35205355,MYOCARDITIS,FALSE
NEUTROPENIC SEPSIS,35104887,NEUTROPENIC SEPSIS,FALSE
DIFFUSE LARGE B-CELL LYMPHOMA,35104490,DIFFUSE LARGE B-CELL LYMPHOMA,TRUE
ACCIDENTAL EXPOSURE TO PRODUCT,43053920,ACCIDENTAL EXPOSURE TO PRODUCT,FALSE
RECTAL CANCER,35708409,RECTAL CANCER,TRUE
ATRIAL FLUTTER,35204954,ATRIAL FLUTTER,FALSE
UROSEPSIS,36110651,UROSEPSIS,FALSE
RASH,37320212,RASH,FALSE
ANDROGEN DEFICIENCY,35506555,ANDROGEN DEFICIENCY,FALSE
VENTRICULAR EXTRASYSTOLES,35204980,VENTRICULAR EXTRASYSTOLES,FALSE
PRESYNCOPE,35205036,PRESYNCOPE,FALSE
SPINAL PAIN,42889454,SPINAL PAIN,FALSE
BRONCHITIS CHRONIC,37219801,BRONCHITIS CHRONIC,FALSE
CARDIAC FAILURE CHRONIC,35205242,CARDIAC FAILURE CHRONIC,FALSE
ABDOMINAL DISCOMFORT,35708164,ABDOMINAL DISCOMFORT,FALSE
MENOPAUSE,37420355,MENOPAUSE,FALSE
PUSTULAR PSORIASIS,37320206,PUSTULAR PSORIASIS,FALSE
INTESTINAL OBSTRUCTION,35708242,INTESTINAL OBSTRUCTION,FALSE
ASTHMA EXERCISE INDUCED,37219796,ASTHMA EXERCISE INDUCED,FALSE
METASTATIC CARCINOID TUMOUR,35506727,METASTATIC CARCINOID TUMOUR,TRUE
HASHIMOTO'S ENCEPHALOPATHY,42889132,HASHIMOTO'S ENCEPHALOPATHY,FALSE
ORAL HERPES,35708597,ORAL HERPES,FALSE
POST-TRAUMATIC STRESS DISORDER,36918911,POST-TRAUMATIC STRESS DISORDER,FALSE
LYMPHOPROLIFERATIVE DISORDER,35104245,LYMPHOPROLIFERATIVE DISORDER,FALSE
NEOPLASM MALIGNANT,36617300,NEOPLASM MALIGNANT,TRUE
INFLUENZA LIKE ILLNESS,35809138,INFLUENZA LIKE ILLNESS,FALSE
HAEMOPHILIA,35104145,HAEMOPHILIA,FALSE
BREAST CANCER STAGE II,36617169,BREAST CANCER STAGE II,TRUE
FABRY'S DISEASE,35305846,FABRY'S DISEASE,FALSE
OVARIAN ENDOMETRIOID CARCINOMA,43054059,OVARIAN ENDOMETRIOID CARCINOMA,TRUE
PULMONARY MYCOSIS,36110392,PULMONARY MYCOSIS,FALSE
ANTIFUNGAL TREATMENT,37521975,ANTIFUNGAL TREATMENT,FALSE
PERIPHERAL ISCHAEMIA,37622433,PERIPHERAL ISCHAEMIA,FALSE
THYROIDECTOMY,37520829,THYROIDECTOMY,FALSE
CHRONIC SPONTANEOUS URTICARIA,42889346,CHRONIC SPONTANEOUS URTICARIA,FALSE
B-CELL LYMPHOMA STAGE III,35104470,B-CELL LYMPHOMA STAGE III,TRUE
SINUS CONGESTION,37220036,SINUS CONGESTION,FALSE
CHILLS,35809082,CHILLS,FALSE
SNORING,37219961,SNORING,FALSE
ANAPHYLACTIC REACTION,36009756,ANAPHYLACTIC REACTION,FALSE
MASTOCYTOSIS,35104208,MASTOCYTOSIS,TRUE
SINUS DISORDER,37220037,SINUS DISORDER,FALSE
STENT PLACEMENT,37522263,STENT PLACEMENT,FALSE
BREAKTHROUGH PAIN,35809232,BREAKTHROUGH PAIN,FALSE
HIP ARTHROPLASTY,37520641,HIP ARTHROPLASTY,FALSE
PROCEDURAL PAIN,35809248,PROCEDURAL PAIN,FALSE
PRIMARY HYPOGONADISM,35506565,PRIMARY HYPOGONADISM,FALSE
COAGULOPATHY,35104161,COAGULOPATHY,FALSE
HYPERPHOSPHATAEMIA,36416572,HYPERPHOSPHATAEMIA,FALSE
OSTEOMYELITIS,36110466,OSTEOMYELITIS,FALSE
ISCHAEMIC STROKE,36718016,ISCHAEMIC STROKE,FALSE
PERIPHERAL ARTERY THROMBOSIS,42890829,PERIPHERAL ARTERY THROMBOSIS,FALSE
PLATELET COUNT DECREASED,36313176,PLATELET COUNT DECREASED,FALSE
MENOPAUSAL SYMPTOMS,37119537,MENOPAUSAL SYMPTOMS,FALSE
FOETAL EXPOSURE DURING PREGNANCY,42889636,FOETAL EXPOSURE DURING PREGNANCY,FALSE
METASTASES TO LUNG,36617224,METASTASES TO LUNG,TRUE
SALIVARY GLAND CANCER,35708496,SALIVARY GLAND CANCER,TRUE
BOWEL MOVEMENT IRREGULARITY,35708115,BOWEL MOVEMENT IRREGULARITY,FALSE
SCAN MYOCARDIAL PERFUSION,36311893,SCAN MYOCARDIAL PERFUSION,FALSE
LUNG ADENOCARCINOMA,36617821,LUNG ADENOCARCINOMA,TRUE
ACUTE GRAFT VERSUS HOST DISEASE,36009891,ACUTE GRAFT VERSUS HOST DISEASE,FALSE
ADENOCARCINOMA OF COLON,43053819,ADENOCARCINOMA OF COLON,TRUE
JUVENILE IDIOPATHIC ARTHRITIS,43053882,JUVENILE IDIOPATHIC ARTHRITIS,FALSE
SKIN LESION,37320127,SKIN LESION,FALSE
BREAST MASS,37119476,BREAST MASS,TRUE
LARYNGEAL CANCER,36617792,LARYNGEAL CANCER,TRUE
NEPHROGENIC DIABETES INSIPIDUS,36416578,NEPHROGENIC DIABETES INSIPIDUS,FALSE
INSULIN RESISTANCE,35506632,INSULIN RESISTANCE,FALSE
PROSTHESIS IMPLANTATION,37522244,PROSTHESIS IMPLANTATION,FALSE
FUNGAL INFECTION,36110369,FUNGAL INFECTION,FALSE
FLUID RETENTION,36416610,FLUID RETENTION,FALSE
PREMENSTRUAL SYNDROME,36919051,PREMENSTRUAL SYNDROME,FALSE
MUCOPOLYSACCHARIDOSIS VI,35305861,MUCOPOLYSACCHARIDOSIS VI,FALSE
GASTROENTERITIS VIRAL,35707930,GASTROENTERITIS VIRAL,FALSE
SNEEZING,37219960,SNEEZING,FALSE
SECONDARY IMMUNODEFICIENCY,36009955,SECONDARY IMMUNODEFICIENCY,FALSE
MICTURITION URGENCY,37019399,MICTURITION URGENCY,FALSE
PRIMARY IMMUNODEFICIENCY SYNDROME,35305744,PRIMARY IMMUNODEFICIENCY SYNDROME,FALSE
EPSTEIN-BARR VIRUS INFECTION,36110888,EPSTEIN-BARR VIRUS INFECTION,FALSE
BRUTON'S AGAMMAGLOBULINAEMIA,35305738,BRUTON'S AGAMMAGLOBULINAEMIA,FALSE
MUSCULOSKELETAL PAIN,36516957,MUSCULOSKELETAL PAIN,FALSE
GRAFT VERSUS HOST DISEASE IN LIVER,42889496,GRAFT VERSUS HOST DISEASE IN LIVER,FALSE
NERVOUS SYSTEM DISORDER,36718338,NERVOUS SYSTEM DISORDER,FALSE
HORMONE REPLACEMENT THERAPY,37520795,HORMONE REPLACEMENT THERAPY,FALSE
ANAL CANCER,35708401,ANAL CANCER,TRUE
OVARIAN CANCER RECURRENT,36617646,OVARIAN CANCER RECURRENT,TRUE
CERVIX CARCINOMA,36617565,CERVIX CARCINOMA,TRUE
HYPOPARATHYROIDISM,35506751,HYPOPARATHYROIDISM,FALSE
ROUTINE HEALTH MAINTENANCE,37522095,ROUTINE HEALTH MAINTENANCE,FALSE
DIURETIC THERAPY,37522146,DIURETIC THERAPY,FALSE
PITUITARY-DEPENDENT CUSHING'S SYNDROME,35506651,PITUITARY-DEPENDENT CUSHING'S SYNDROME,FALSE
OEDEMA DUE TO CARDIAC DISEASE,35205008,OEDEMA DUE TO CARDIAC DISEASE,FALSE
DEHYDRATION,36416606,DEHYDRATION,FALSE
BONE MARROW CONDITIONING REGIMEN,37521155,BONE MARROW CONDITIONING REGIMEN,FALSE
BLOOD TESTOSTERONE DECREASED,36312382,BLOOD TESTOSTERONE DECREASED,FALSE
GLYCOGEN STORAGE DISEASE TYPE II,35205279,GLYCOGEN STORAGE DISEASE TYPE II,FALSE
URINARY TRACT INFECTION,36110736,URINARY TRACT INFECTION,FALSE
HYPOVITAMINOSIS,36416712,HYPOVITAMINOSIS,FALSE
RHINITIS ALLERGIC,36009773,RHINITIS ALLERGIC,FALSE
PANCREATIC INSUFFICIENCY,35707741,PANCREATIC INSUFFICIENCY,FALSE
IMMUNE ENHANCEMENT THERAPY,37522185,IMMUNE ENHANCEMENT THERAPY,FALSE
ACUTE TONSILLITIS,36110688,ACUTE TONSILLITIS,FALSE
ROSACEA,37320318,ROSACEA,FALSE
EXTERNAL EAR INFLAMMATION,35406346,EXTERNAL EAR INFLAMMATION,FALSE
INFLUENZA IMMUNISATION,37522022,INFLUENZA IMMUNISATION,FALSE
FATIGUE,35809076,FATIGUE,FALSE
DRUG TOXICITY PROPHYLAXIS,37522055,DRUG TOXICITY PROPHYLAXIS,FALSE
UVEITIS,35607078,UVEITIS,FALSE
CATARACT OPERATION,37520888,CATARACT OPERATION,FALSE
NEOADJUVANT THERAPY,43054000,NEOADJUVANT THERAPY,TRUE
NEUTROPHIL COUNT INCREASED,36313437,NEUTROPHIL COUNT INCREASED,FALSE
ANTIVIRAL PROPHYLAXIS,37522042,ANTIVIRAL PROPHYLAXIS,FALSE
ANTIBIOTIC PROPHYLAXIS,37522040,ANTIBIOTIC PROPHYLAXIS,FALSE
METASTATIC MALIGNANT MELANOMA,36617927,METASTATIC MALIGNANT MELANOMA,TRUE
CARDIAC PACEMAKER INSERTION,37520719,CARDIAC PACEMAKER INSERTION,FALSE
FAECES HARD,35708148,FAECES HARD,FALSE
SCLERODERMA ASSOCIATED DIGITAL ULCER,43053883,SCLERODERMA ASSOCIATED DIGITAL ULCER,FALSE
FEMALE STERILISATION,37521568,FEMALE STERILISATION,FALSE
EXTERNAL EAR CELLULITIS,35406345,EXTERNAL EAR CELLULITIS,FALSE
NEPHROLITHIASIS,37019456,NEPHROLITHIASIS,FALSE
RENAL MASS,37019310,RENAL MASS,TRUE
ANAEMIA OF CHRONIC DISEASE,35104096,ANAEMIA OF CHRONIC DISEASE,FALSE
POST HERPETIC NEURALGIA,36109991,POST HERPETIC NEURALGIA,FALSE
LUNG TRANSPLANT,37521795,LUNG TRANSPLANT,FALSE
MINERAL SUPPLEMENTATION,37522006,MINERAL SUPPLEMENTATION,FALSE
ANTACID THERAPY,37520963,ANTACID THERAPY,FALSE
RENAL DISORDER,37019308,RENAL DISORDER,FALSE
ANTIOXIDANT THERAPY,37522117,ANTIOXIDANT THERAPY,FALSE
BLOOD CALCIUM,36316341,BLOOD CALCIUM,FALSE
STEROID THERAPY,37520805,STEROID THERAPY,FALSE
INFLAMMATORY BOWEL DISEASE,35708073,INFLAMMATORY BOWEL DISEASE,FALSE
LUNG INFECTION,36110591,LUNG INFECTION,FALSE
THYROID CANCER METASTATIC,35506809,THYROID CANCER METASTATIC,TRUE
HOT FLUSH,35809133,HOT FLUSH,FALSE
PRECANCEROUS SKIN LESION,37320100,PRECANCEROUS SKIN LESION,TRUE
ACTINIC KERATOSIS,37320098,ACTINIC KERATOSIS,FALSE
BLOOD CHOLESTEROL DECREASED,36313984,BLOOD CHOLESTEROL DECREASED,FALSE
STRESS URINARY INCONTINENCE,37019404,STRESS URINARY INCONTINENCE,FALSE
CARDIAC SEPTAL DEFECT,35205313,CARDIAC SEPTAL DEFECT,FALSE
PRECANCEROUS CELLS PRESENT,36313975,PRECANCEROUS CELLS PRESENT,TRUE
DERMATITIS ATOPIC,36009768,DERMATITIS ATOPIC,FALSE
VENTRICULAR FIBRILLATION,35204981,VENTRICULAR FIBRILLATION,FALSE
SEDATION,36718320,SEDATION,FALSE
DIASTOLIC DYSFUNCTION,35205317,DIASTOLIC DYSFUNCTION,FALSE
ANTIPLATELET THERAPY,37521154,ANTIPLATELET THERAPY,FALSE
ANGIOPATHY,37622481,ANGIOPATHY,FALSE
SJOGREN'S SYNDROME,35606954,SJOGREN'S SYNDROME,FALSE
WOUND,36211325,WOUND,FALSE
HERPES VIRUS INFECTION,36110917,HERPES VIRUS INFECTION,FALSE
URETERAL DISORDER,37019364,URETERAL DISORDER,FALSE
ATRIAL SEPTAL DEFECT,35205305,ATRIAL SEPTAL DEFECT,FALSE
CHRONIC KIDNEY DISEASE,37080795,CHRONIC KIDNEY DISEASE,FALSE
BONE DENSITY ABNORMAL,36314855,BONE DENSITY ABNORMAL,FALSE
AMNESIA,36718171,AMNESIA,FALSE
URINARY TRACT INFECTION BACTERIAL,36110075,URINARY TRACT INFECTION BACTERIAL,FALSE
CHRONIC GRANULOMATOUS DISEASE,35104890,CHRONIC GRANULOMATOUS DISEASE,FALSE
SEXUAL DYSFUNCTION,36919202,SEXUAL DYSFUNCTION,FALSE
INTENTIONAL OVERDOSE,36211492,INTENTIONAL OVERDOSE,FALSE
HODGKIN'S DISEASE,35104405,HODGKIN'S DISEASE,TRUE
CHAPPED LIPS,35708553,CHAPPED LIPS,FALSE
ACTH STIMULATION TEST,36312141,ACTH STIMULATION TEST,FALSE
GENITAL HERPES,36110911,GENITAL HERPES,FALSE
LUNG ADENOCARCINOMA METASTATIC,36617822,LUNG ADENOCARCINOMA METASTATIC,TRUE
DEMENTIA WITH LEWY BODIES,36718164,DEMENTIA WITH LEWY BODIES,FALSE
DYSMENORRHOEA,37119542,DYSMENORRHOEA,FALSE
POSTPARTUM DEPRESSION,36818810,POSTPARTUM DEPRESSION,FALSE
ANDROGEN REPLACEMENT THERAPY,37520787,ANDROGEN REPLACEMENT THERAPY,FALSE
NERVE COMPRESSION,36211272,NERVE COMPRESSION,FALSE
SIDEROBLASTIC ANAEMIA,35104094,SIDEROBLASTIC ANAEMIA,FALSE
INDUCTION AND MAINTENANCE OF ANAESTHESIA,37521955,INDUCTION AND MAINTENANCE OF ANAESTHESIA,FALSE
PULMONARY ARTERY WALL HYPERTROPHY,35205267,PULMONARY ARTERY WALL HYPERTROPHY,FALSE
ANAEMIA PROPHYLAXIS,37522038,ANAEMIA PROPHYLAXIS,FALSE
PARKINSONISM,36718259,PARKINSONISM,FALSE
HYPERTONIA,36516863,HYPERTONIA,FALSE
ULCER,35809406,ULCER,FALSE
ADDISON'S DISEASE,35506457,ADDISON'S DISEASE,FALSE
HUNTINGTON'S DISEASE,42889082,HUNTINGTON'S DISEASE,FALSE
BLADDER DISORDER,37019238,BLADDER DISORDER,FALSE
PREMATURE MENOPAUSE,35506597,PREMATURE MENOPAUSE,FALSE
TESTICULAR FAILURE,35506604,TESTICULAR FAILURE,FALSE
SINUSITIS,36110708,SINUSITIS,FALSE
DIABETIC NEPHROPATHY,35506537,DIABETIC NEPHROPATHY,FALSE
MUSCLE SPASTICITY,36516868,MUSCLE SPASTICITY,FALSE
SMALL CELL LUNG CANCER,43054102,SMALL CELL LUNG CANCER,TRUE
HIGH FREQUENCY ABLATION,37522178,HIGH FREQUENCY ABLATION,FALSE
DENTAL CARIES,35707625,DENTAL CARIES,FALSE
CHEST DISCOMFORT,35205184,CHEST DISCOMFORT,FALSE
POLYNEUROPATHY,36718463,POLYNEUROPATHY,FALSE
OROPHARYNGEAL DISCOMFORT,35708627,OROPHARYNGEAL DISCOMFORT,FALSE
DERMATITIS DIAPER,37320142,DERMATITIS DIAPER,FALSE
ANTITUSSIVE THERAPY,37521783,ANTITUSSIVE THERAPY,FALSE
ANGIOSARCOMA,36617255,ANGIOSARCOMA,TRUE
H1N1 INFLUENZA,42889605,H1N1 INFLUENZA,FALSE
ANAESTHESIA REVERSAL,37521948,ANAESTHESIA REVERSAL,FALSE
B PRECURSOR TYPE ACUTE LEUKAEMIA,35104342,B PRECURSOR TYPE ACUTE LEUKAEMIA,TRUE
RENAL CANCER METASTATIC,36617489,RENAL CANCER METASTATIC,TRUE
